98 98 15.57329
99 26 -42.37288
99 99 76.27119
100 100 1230.337
101 101 26.04167
102 44 -11.99041
102 101 -26.04167
102 102 79.66989
103 103 104.405
104 104 85.53579
105 104 -4.716981
105 105 4.716981
106 106 14.40922
107 107 41.13295
108 108 91.69453
109 109 9.784736
110 110 1.029866
111 111 2.164502
112 109 -9.784736
112 110 -1.029866
112 111 -2.164502
112 112 26.68996
113 113 140.1105
114 49 -6.009615
114 114 14.01044
115 5 -8
115 114 -2.604167
115 115 13.98483
116 85 -14.02525
116 116 32.24018
117 116 -18.21494
117 117 36.76781
118 118 29.75633
119 117 -18.55288
119 119 28.71548
120 4 -100
120 120 176.9231
121 121 16.94915
122 122 33.94196
123 78 -1.324152
123 112 -3.49284
123 121 -16.94915
123 122 -5.78369
123 123 38.08705
124 56 -9.633911
124 118 -19.08397
124 124 28.71788
125 125 3.294893
126 125 -3.294893
126 126 10.28301
127 127 39.10909
128 128 56.25283
129 127 -19.84127
129 129 19.84127
130 130 15.97444
131 131 15.97444
132 132 18.38235
133 133 62.1118
134 134 54.34782
135 135 22.57336
136 136 405.7852
137 137 444.0341
138 138 125.4902
139 139 13.56852
140 22 -68.49315
140 23 -81.96722
140 135 -22.57336
140 140 173.0337
141 130 -15.97444
141 131 -15.97444
141 132 -18.38235
141 136 -333.3333
141 137 -370.3704
141 141 754.0349
142 70 -49.62779
142 133 -62.1118
142 136 -59.1716
142 137 -60.24096
142 142 643.3154
143 134 -54.34782
143 142 -188.6792
143 143 274.5828
144 136 -13.28021
144 144 13.28021
145 137 -13.42282
145 145 13.42282
146 146 86.17574
147 37 -8.561644
147 80 -9.765625
147 139 -13.56852
147 147 31.89579
148 148 19.60784
149 149 36.06135
150 6 -1.526718
150 98 -5.892752
150 149 -20.60779
150 150 38.12827
151 151 52.86848
152 152 55.50949
153 47 -3.419973
153 151 -5.371435
153 152 -5.443658
153 153 29.86007
154 151 -2.452002
154 152 -2.446783
154 154 4.898785
155 23 -108.6956
155 151 -45.04505
155 152 -47.61905
155 155 218.7209
156 98 -9.680542
156 156 10009.68
157 25 -4.741584
157 156 -10000
157 157 10004.74
158 4 -294.1176
158 100 -116.2791
158 158 410.3967
159 159 95.74279
160 159 -40.73468
160 160 202.015
161 161 2.209945
162 54 -6.896552
162 162 8.668659
163 163 132.4126
164 164 1076.971
165 7 -2.619172
165 165 2.619172
166 166 11.86609
167 163 -22.52252
167 164 -999.9999
167 167 1022.522
168 168 66.80027
169 168 -66.80027
169 169 77.0499
170 25 -12.5
170 170 179.1667
171 171 76.92307
172 42 -34.8432
172 171 -76.92307
172 172 111.7663
173 28 -595.2381
173 84 -4.120313
173 173 618.791
174 45 -6.293266
174 174 41.11085
175 43 -32.25806
175 174 -9.242133
175 175 41.5002
176 176 3.67647
177 177 5.420054
178 102 -22.47191
178 178 36.94369
179 112 -6.802721
179 123 -7.518797
179 179 14.32152
180 180 14.64129
181 180 -14.64129
181 181 89.82926
182 31 -17.09402
182 182 17.09402
183 146 -8.576329
183 159 -10.02305
183 183 48.70115
184 183 -3.319943
184 184 3.319943
185 183 -10.17605
185 185 10.17605
186 3 -7.905138
186 31 -6.389777
186 186 14.29492
187 77 -25.64103
187 122 -12.90323
187 187 38.54425
188 188 4.097813
189 189 .1703577
190 63 -9.523809
190 189 -.1703577
190 190 12.43916
191 104 -17.79359
191 108 -72.46377
191 191 209.3358
192 191 -8
192 192 29.54783
193 192 -10.20096
193 193 10.20096
194 192 -11.34687
194 194 11.34687
195 191 -12.0149
195 195 12.0149
196 191 -17.8444
196 196 17.8444
197 23 -10.1833
197 197 28.49832
198 188 -2.428363
198 198 10.61167
199 138 -58.82352
199 199 101.3767
200 200 4.805382
201 198 -8.183307
201 201 8.183307
202 173 -19.43257
202 202 40.31376
203 45 -4.997501
203 153 -15.625
203 203 124.7892
204 204 1214.533
205 10 -127.2265
205 48 -114.0251
205 204 -1123.595
205 205 1543.608
206 204 -5.758379
206 206 5.758379
207 204 -85.17888
207 207 149.5704
208 205 -15.49871
208 208 21.77736
209 208 -6.278646
209 209 6.278646
210 210 8.795074
211 210 -8.795074
211 211 45.57015
212 72 -8.291874
212 188 -1.669449
212 212 9.961323
213 72 -8.4246
213 213 16.73715
214 68 -14.49275
214 79 -18.51852
214 214 33.01127
215 215 10.29473
216 216 243.9951
217 149 -15.45356
217 216 -181.8182
217 217 278.1384
218 216 -11.41553
218 218 11.41553
219 216 -50.76142
219 219 77.57108
220 100 -769.2308
220 220 978.0083
221 221 14.17527
222 35 -13.60544
222 222 24.75213
223 223 27.51414
224 56 -11.21076
224 99 -33.8983
224 224 74.144
225 128 -18.93939
225 225 238.1674
226 127 -19.26782
226 177 -5.420054
226 225 -200
226 226 224.6879
227 227 15.2439
228 227 -15.2439
228 228 19.75858
229 229 36.49635
230 229 -36.49635
230 230 95.45416
231 164 -15.59819
231 231 100.6927
232 232 329.6231
233 102 -10
233 181 -75.18797
233 232 -200
233 233 285.188
234 232 -11.97605
234 234 11.97605
235 219 -26.80965
235 232 -117.647
235 235 144.4567
236 87 -15.87302
236 236 165.7238
237 237 82.18844
238 50 -111.1111
238 238 151.4337
239 33 -44.05286
239 239 48.51516
240 222 -3.99361
240 240 8.230898
241 155 -17.36111
241 241 26.75078
242 143 -31.55569
242 242 329.2194
243 243 28.62424
244 243 -27.17391
244 244 27.17391
245 146 -6.878052
245 245 36.9804
246 107 -20.08032
246 163 -109.8901
246 246 129.9704
247 202 -20.88119
247 247 99.00619
248 159 -21.1685
248 183 -16.60578
248 248 45.48676
249 248 -7.712479
249 249 20007.71
250 249 -10000
250 250 10000
251 249 -10000
251 251 10000
252 80 -3.332223
252 252 10.84537
253 46 -6.756757
253 253 14.75676
254 254 1.459854
255 106 -14.40922
255 255 103.4288
256 253 -8
256 254 -1.459854
256 255 -40
256 256 49.45985
257 104 -18.38235
257 257 141.7923
258 242 -186.5672
258 258 545.1684
259 258 -90.7441
259 259 90.7441
260 258 -90.009
260 260 90.009
261 258 -89.12656
261 261 89.12656
262 37 -200
262 262 204.9044
263 104 -44.64286
263 113 -36.76471
263 263 172.7262
264 45 -5.336179
264 77 -5.988024
264 122 -9.633911
264 264 26.7418
265 78 -2.002804
265 123 -3.018412
265 264 -5.78369
265 265 10.80491
266 257 -10.96732
266 266 10.96732
267 1 -4.051864
267 267 12.33001
268 268 6.802721
269 55 -21.97802
269 268 -6.802721
269 269 33.41466
270 270 146.1642
271 48 -1333.333
271 53 -37.87879
271 220 -59.52381
271 271 1493.041
272 271 -17.24138
272 272 43.92595
273 272 -13.31558
273 273 13.31558
274 272 -13.36898
274 274 13.36898
275 85 -3.544842
275 275 27.82097
276 276 12.32253
277 10 -150.1501
277 217 -46.66356
277 277 278.5131
278 207 -64.39149
278 278 273.0466
279 278 -86.20689
279 279 86.20689
280 200 -4.805382
280 280 15.75828
281 17 -14.30615
281 39 -16.80672
281 280 -10.9529
281 281 42.06578
282 225 -8.116883
282 282 8.116883
283 48 -180.1802
283 205 -93.28358
283 283 273.4638
284 284 39.02803
285 45 -5.263158
285 47 -14.20455
285 114 -5.396654
285 174 -25.57545
285 284 -3.49284
285 285 151.9719
286 44 -38.46154
286 102 -9.165903
286 217 -5.467469
286 286 65.02808
287 82 -106.383
287 284 -18.08318
287 287 124.4662
288 284 -17.45201
288 288 17.45201
289 285 -49.01961
289 286 -5.966587
289 289 59.06783
290 285 -49.01961
290 286 -5.966587
290 290 59.06783
291 289 -4.081633
291 291 4.081633
292 290 -4.081633
292 292 4.081633
293 293 10.79914
294 238 -40.32258
294 293 -10.79914
294 294 81.42474
295 295 39.0625
296 296 507.6858
297 122 -5.621135
297 203 -104.1667
297 296 -5.681818
297 297 328.2356
298 112 -3.4153
298 296 -500
298 298 503.4153
299 296 -2.004008
299 299 2.004008
300 237 -58.00464
300 245 -30.10235
300 300 100.9094
301 236 -62.2084
301 301 5112.385
302 301 -2000
302 302 2077.786
303 302 -11.56069
303 303 11.56069
304 301 -2000
304 304 2077.786
305 304 -11.56069
305 305 11.56069
306 48 -55.44774
306 103 -55.6483
306 301 -500
306 306 1166.652
307 29 -4.387889
307 307 17.59793
308 237 -24.1838
308 308 57.28542
309 243 -1.450326
309 309 46.6992
310 53 -51.28205
310 271 -26.88172
310 301 -500
310 306 -555.5555
310 310 2286.153
311 70 -15.01501
311 311 238.1108
312 312 13.42282
313 313 13.42282
314 314 13.42282
315 230 -55.24862
315 276 -4.677269
315 315 59.92588
316 29 -3.225806
316 316 9.660813
317 310 -370.3704
317 311 -60.24096
317 312 -13.42282
317 317 444.0341
318 310 -370.3704
318 311 -60.24096
318 313 -13.42282
318 318 444.0341
319 310 -370.3704
319 311 -60.24096
319 314 -13.42282
319 319 444.0341
320 70 -23.25581
320 311 -42.37288
320 320 69.47485
321 320 -3.846154
321 321 13.56433
322 239 -4.462294
322 322 16.51049
323 301 -8.510638
323 322 -12.04819
323 323 10029.63
324 324 18.18182
325 36 -1111.111
325 170 -166.6667
325 324 -18.18182
325 325 1295.959
326 89 -4.810005
326 97 -10.79914
326 326 15.60914
327 327 3.10559
328 41 -1111.111
328 42 -5.787037
328 327 -3.10559
328 328 1120.004
329 241 -9.389671
329 329 74.32474
330 330 4.587156
331 50 -5.076142
331 330 -4.587156
331 331 9.663299
332 61 -18.18182
332 332 23.8961
333 247 -78.125
333 333 92.80929
334 17 -28.81845
334 107 -21.05263
334 334 49.87108
335 332 -5.714286
335 335 12.23319
336 257 -22.27172
336 263 -63.69427
336 336 85.96599
337 113 -37.31343
337 337 81.9563
338 338 2.164502
339 146 -70.72136
339 339 74.33591
340 138 -66.66667
340 178 -14.47178
340 323 -9.074409
340 340 90.21286
341 166 -8.071025
341 341 10.46911
342 339 -3.614545
342 342 3.614545
343 337 -44.64286
343 343 63.83672
344 169 -4.973145
344 344 4.973145
345 223 -14.70588
345 275 -9.541985
345 345 90.85852
346 118 -10.67236
346 119 -10.1626
346 346 86.78369
347 59 -13.88889
347 346 -24.21308
347 347 38.10197
348 345 -3.620565
348 348 3.620565
349 346 -3.810976
349 349 3.810976
350 345 -12.03369
350 350 12.03369
351 346 -12.19512
351 351 12.19512
352 345 -29.06977
352 352 49.9031
353 71 -45.68296
353 345 -21.88663
353 346 -21.73913
353 353 10089.31
354 115 -3.380663
354 354 9.430269
355 80 -9.661836
355 162 -1.772107
355 355 11.43394
356 356 192.3077
357 205 -53.10675
357 357 141.2346
358 357 -15.78532
358 358 32.04844
359 357 -7.358893
359 359 7.358893
360 358 -8.167265
360 360 8.167265
361 357 -7.873395
361 361 7.873395
362 358 -8.095855
362 362 8.095855
363 55 -18.86793
363 252 -7.513148
363 363 26.38107
364 199 -42.55319
364 364 42.55319
365 365 21.23142
366 366 1.169727
367 7 -3.603604
367 221 -10.5042
367 366 -1.169727
367 367 30.37397
368 368 262.9839
369 160 -19.43635
369 205 -16.87194
369 368 -188.6792
369 369 277.7794
370 368 -13.69863
370 370 13.69863
371 91 -23.75297
371 368 -60.60606
371 371 84.35903
372 270 -72.25433
372 300 -12.80246
372 369 -26.30886
372 372 111.3657
373 308 -33.10162
373 369 -26.48305
373 373 108.6043
374 191 -30.4878
374 374 123.0804
375 275 -8.340283
375 346 -3.990423
375 375 12.33071
376 32 -5
376 367 -3.522367
376 376 8.522367
377 59 -43.85965
377 224 -24.39024
377 225 -11.11111
377 271 -18.18182
377 377 121.017
378 113 -46.94836
378 263 -27.62431
378 378 74.57267
379 379 127.6412
380 108 -19.23077
380 191 -14.16832
380 379 -35.21127
380 380 78.4239
381 379 -84.03362
381 381 249.7548
382 382 123.4568
383 379 -8.396306
383 383 8.396306
384 380 -9.813543
384 382 -123.4568
384 384 133.2703
385 126 -6.988121
385 255 -49.01961
385 356 -192.3077
385 385 248.3154
386 90 -90.0901
386 231 -19.30502
386 386 109.3951
387 83 -4.88043
387 92 -5.154639
387 387 10.03507
388 159 -16.46362
388 388 18.11291
389 388 -1.649294
389 389 1.649294
390 215 -5.701254
390 390 8.220146
391 100 -344.8276
391 310 -41.32232
391 391 386.1499
392 159 -7.352941
392 333 -14.68429
392 373 -49.01961
392 392 209.3694
393 80 -33.33334
393 393 38.33334
394 63 -3.466204
394 276 -7.64526
394 338 -2.164502
394 394 13.27597
395 352 -20.83333
395 377 -23.47418
395 395 44.30751
396 81 -34.24657
396 329 -64.93507
396 396 133.2931
397 52 -4.819277
397 150 -10.10101
397 397 14.92029
398 38 -8.237232
398 223 -5.711022
398 398 13.94825
399 160 -141.844
399 236 -87.64242
399 357 -57.11022
399 399 286.5966
400 169 -5.276488
400 400 19.08864
401 190 -2.74499
401 321 -9.718173
401 401 12.46316
402 257 -48.15409
402 402 85.60728
403 353 -10000
403 402 -37.45319
403 403 10037.45
404 270 -73.90983
404 392 -138.3126
404 404 212.2224
405 405 4.235493
406 54 -7.806402
406 405 -4.235493
406 406 12.04189
407 223 -7.097232
407 267 -8.278146
407 275 -6.393862
407 407 21.76924
408 374 -92.59259
408 408 117.284
409 51 -15.17451
409 309 -45.24887
409 409 60.42338
410 161 -2.209945
410 410 12.37255
411 411 31.56566
412 11 -50.30181
412 411 -31.56566
412 412 83.28191
413 41 -2.541942
413 413 2.541942
414 414 119.8663
415 414 -8.333334
415 415 8.333334
416 113 -19.08397
416 191 -36.56307
416 343 -19.19386
416 414 -34.0136
416 416 108.8545
417 40 -84.74576
417 164 -27.35978
417 381 -153.8461
417 414 -77.51938
417 417 343.4711
418 61 -7.524455
418 410 -10.1626
418 418 17.68706
419 36 -11.79245
419 294 -30.30303
419 419 42.09548
420 228 -4.514673
420 354 -6.049607
420 420 19.04604
421 79 -22.27172
421 421 51.32293
422 9 -10.2145
422 97 -6.752194
422 240 -4.237288
422 269 -4.63392
422 421 -6.779501
422 422 32.61741
423 83 -3.770739
423 166 -3.795066
423 341 -2.398082
423 423 9.963887
424 420 -8.481764
424 424 8.481764
425 26 -30.21148
425 425 30.21148
426 7 -5.787037
426 367 -11.57407
426 426 17.36111
427 257 -42.01681
427 408 -24.69136
427 427 66.70817
428 65 -5.643341
428 316 -6.435007
428 428 12.07835
429 4 -53.50455
429 103 -48.75671
429 120 -76.92307
429 217 -28.73563
429 301 -41.66667
429 429 490.5505
430 381 -11.87507
430 430 91.87508
431 242 -38.58025
431 258 -28.66151
431 278 -104.1667
431 429 -240.9639
431 430 -80
431 431 492.3723
432 4 -73.36757
432 277 -81.69935
432 432 155.0669
433 6 -3.724395
433 433 3.724395
434 148 -9.803922
434 307 -13.21004
434 335 -6.518905
434 434 39.50296
435 323 -10000
435 421 -22.27172
435 435 10032.62
436 11 -29.49853
436 65 -6.811989
436 222 -7.153076
436 230 -3.709199
436 435 -10.34485
436 436 57.51764
437 80 -1.90295
437 412 -1.414447
437 434 -9.97009
437 437 13.28749
438 62 -8.084074
438 128 -37.31343
438 365 -21.23142
438 438 66.62894
439 390 -2.518892
439 393 -5
439 439 7.518892
440 72 -2.173913
440 215 -4.593477
440 440 6.76739
441 441 7.757952
442 50 -4.606173
442 400 -13.81215
442 441 -7.757952
442 442 26.17628
443 148 -9.803922
443 262 -4.904365
443 443 14.70829
444 32 -11.37656
444 213 -8.312551
444 444 19.68912
445 445 69.85807
446 445 -27.24796
446 446 83.55183
447 295 -39.0625
447 445 -26.45503
447 447 82.7589
448 448 10000
449 220 -149.2537
449 445 -16.15509
449 449 185.1032
450 446 -39.0625
450 448 -10000
450 450 10039.06
451 449 -6.622517
451 451 6.622517
452 449 -6.535948
452 452 6.535948
453 449 -6.535948
453 453 6.535948
454 85 -3.039514
454 224 -4.644682
454 454 73.47367
455 49 -11.76471
455 446 -17.24138
455 447 -17.24138
455 454 -65.78947
455 455 112.0369
456 297 -212.766
456 456 10219.71
457 81 -20.61856
457 211 -20.87683
457 396 -10.58201
457 456 -6.944445
457 457 80.4968
458 456 -10000
458 458 10000
459 457 -9.259259
459 459 9.259259
460 457 -2.272727
460 460 2.272727
461 457 -2.272727
461 461 2.272727
462 457 -3.780719
462 462 3.780719
463 457 -3.889537
463 463 3.889537
464 72 -2.225684
464 176 -3.67647
464 221 -3.671072
464 464 9.573227
465 197 -18.31502
465 211 -15.89825
465 396 -23.52941
465 465 57.74268
466 258 -60.06006
466 466 6796.34
467 466 -69.61365
467 467 313.5161
468 468 78.33649
469 469 56.02891
470 164 -34.0136
470 470 69.98483
471 470 -35.97123
471 471 60.12582
472 468 -68.02721
472 471 -24.15459
472 472 92.18179
473 142 -188.6792
473 231 -65.78947
473 469 -11.97605
473 473 418.9939
474 473 -33.8983
474 474 33.8983
475 473 -29.76191
475 475 29.76191
476 473 -44.44444
476 476 44.44444
477 473 -44.44444
477 477 44.44444
478 142 -12.18027
478 468 -10.30928
478 469 -44.05286
478 478 66.54241
479 278 -18.28154
479 479 18.28154
480 242 -72.51631
480 466 -6666.667
480 480 6841.905
481 467 -243.9024
481 480 -32.05128
481 481 662.705
482 481 -265.6042
482 482 318.8808
483 480 -70.67138
483 481 -32.25806
483 483 204.9703
484 483 -51.02041
484 484 51.02041
485 483 -51.02041
485 485 51.02041
486 481 -88.88889
486 482 -53.2765
486 486 142.1654
487 142 -22.62444
487 487 22.62444
488 488 162.3038
489 489 64.79975
490 488 -72.16785
490 489 -44.05286
490 490 170.2748
491 489 -20.74689
491 491 20.74689
492 490 -54.05405
492 492 54.05405
493 302 -66.22517
493 488 -45.41326
493 493 111.6384
494 304 -66.22517
494 488 -44.72272
494 494 110.9479
